47 29 | -0.290029 0.433683 0.856347 .
47 30 | -0.272149 0.408848 0.8633 .
47 31 | -0.254268 0.384014 0.870254 .
47 32 | -0.236387 0.35918 0.877208 .
47 33 | -0.218506 0.334345 0.884161 .
47 34 | -0.200625 0.309511 0.891115 .
47 35 | -0.182745 0.284676 0.898068 .
47 36 | -0.164864 0.259842 0.905022 .
47 37 | -0.146983 0.235007 0.911976 .
47 38 | -0.129102 0.210173 0.918929 .
47 39 | -0.111221 0.185338 0.925883 .
47 40 | -0.0933407 0.160504 0.932837 .
47 41 | -0.0754599 0.13567 0.93979 .
47 42 | -0.0575791 0.110835 0.946744 .
47 43 | -0.0396983 0.0860007 0.953698 .
47 44 | -0.0218175 0.0611663 0.960651 .
47 45 | -0.00393672 0.0363319 0.967605 .
47 46 | 0.0139441 0.0114974 0.974558 x, 0.76 0.0139441 0.0105975 0.0105975, 0.833333 0.0114974 0.00958119 0.0201787, 0.65 0.974558 0.633463 0.653642 0.653642
47 47 | 0.0318249 -0.013337 0.981512 .
47 48 | 0.0497057 -0.0381714 0.988466 .
47 49 | 0.0675865 -0.0630059 0.995419 .
47 50 | 0.0854673 -0.0878403 1.00237 .
47 51 | 0.103348 -0.112675 1.00933 .
47 52 | 0.121229 -0.137509 1.01628 .
47 53 | 0.13911 -0.162344 1.02323 .
47 54 | 0.15699 -0.187178 1.03019 .
47 55 | 0.174871 -0.212013 1.03714 .
47 56 | 0.192752 -0.236847 1.04409 .
47 57 | 0.210633 -0.261681 1.05105 .
47 58 | 0.228514 -0.286516 1.058 .
47 59 | 0.246394 -0.31135 1.06496 .
47 60 | 0.264275 -0.336185 1.07191 .
48 16 | -0.51571 0.759474 0.756236 .
48 17 | -0.497829 0.734639 0.76319 .
48 18 | -0.479948 0.709805 0.770143 .
48 19 | -0.462068 0.684971 0.777097 .
48 20 | -0.444187 0.660136 0.784051 .
48 21 | -0.426306 0.635302 0.791004 .
48 22 | -0.408425 0.610467 0.797958 .
48 23 | -0.390545 0.585633 0.804912 .
48 24 | -0.372664 0.560798 0.811865 .
48 25 | -0.354783 0.535964 0.818819 .
48 26 | -0.336902 0.51113 0.825773 .
48 27 | -0.319021 0.486295 0.832726 .
48 28 | -0.301141 0.461461 0.83968 .
48 29 | -0.28326 0.436626 0.846634 .
48 30 | -0.265379 0.411792 0.853587 .
48 31 | -0.247498 0.386957 0.860541 .
48 32 | -0.229617 0.362123 0.867494 .
48 33 | -0.211737 0.337288 0.874448 .
48 34 | -0.193856 0.312454 0.881402 .
48 35 | -0.175975 0.28762 0.888355 .
48 36 | -0.158094 0.262785 0.895309 .
48 37 | -0.140213 0.237951 0.902263 .
48 38 | -0.122333 0.213116 0.909216 .
48 39 | -0.104452 0.188282 0.91617 .
48 40 | -0.086571 0.163447 0.923124 .
48 41 | -0.0686902 0.138613 0.930077 .
48 42 | -0.0508094 0.113779 0.937031 .
48 43 | -0.0329286 0.0889441 0.943985 .
48 44 | -0.0150478 0.0641096 0.950938 .
48 45 | 0.00283297 0.0392752 0.957892 x, 0.76 0.00283297 0.00215305 0.00215305, 0.833333 0.0392752 0.0327293 0.0348824, 0.65 0.957892 0.62263 0.657512 0.657512
48 46 | 0.0207138 0.0144408 0.964845 x, 0.76 0.0207138 0.0157425 0.0157425, 0.833333 0.0144408 0.012034 0.0277764, 0.65 0.964845 0.62715 0.654926 0.654926
48 47 | 0.0385946 -0.0103937 0.971799 .
48 48 | 0.0564753 -0.0352281 0.978753 .
48 49 | 0.0743561 -0.0600625 0.985706 .
48 50 | 0.0922369 -0.084897 0.99266 .
48 51 | 0.110118 -0.109731 0.999614 .
48 52 | 0.127999 -0.134566 1.00657 .
48 53 | 0.145879 -0.1594 1.01352 .
48 54 | 0.16376 -0.184235 1.02047 .
48 55 | 0.181641 -0.209069 1.02743 .
48 56 | 0.199522 -0.233904 1.03438 .
48 57 | 0.217403 -0.258738 1.04134 .
48 58 | 0.235283 -0.283572 1.04829 .
48 59 | 0.253164 -0.308407 1.05524 .
48 60 | 0.271045 -0.333241 1.0622 .
49 16 | -0.50894 0.762417 0.746523 .
49 17 | -0.49106 0.737583 0.753477 .
49 18 | -0.473179 0.712748 0.76043 .
49 19 | -0.455298 0.687914 0.767384 .
49 20 | -0.437417 0.663079 0.774338 .
49 21 | -0.419536 0.638245 0.781291 .
49 22 | -0.401656 0.613411 0.788245 .
49 23 | -0.383775 0.588576 0.795199 .
49 24 | -0.365894 0.563742 0.802152 .
49 25 | -0.348013 0.538907 0.809106 .
49 26 | -0.330132 0.514073 0.81606 .
49 27 | -0.312252 0.489238 0.823013 .
49 28 | -0.294371 0.464404 0.829967 .
49 29 | -0.27649 0.43957 0.836921 .
49 30 | -0.258609 0.414735 0.843874 .
49 31 | -0.240728 0.389901 0.850828 .
49 32 | -0.222848 0.365066 0.857781 .
49 33 | -0.204967 0.340232 0.864735 .
49 34 | -0.187086 0.315397 0.871689 .
49 35 | -0.169205 0.290563 0.878642 .
49 36 | -0.151325 0.265728 0.885596 .
49 37 | -0.133444 0.240894 0.89255 .
49 38 | -0.115563 0.21606 0.899503 .
49 39 | -0.0976821 0.191225 0.906457 .
49 40 | -0.0798013 0.166391 0.913411 .
49 41 | -0.0619205 0.141556 0.920364 .
49 42 | -0.0440397 0.116722 0.927318 .
49 43 | -0.0261589 0.0918874 0.934272 .
49 44 | -0.00827815 0.067053 0.941225 .
49 45 | 0.00960265 0.0422185 0.948179 x, 0.76 0.00960265 0.00729801 0.00729801, 0.833333 0.0422185 0.0351821 0.0424801, 0.65 0.948179 0.616316 0.658796 0.658796
49 46 | 0.0274834 0.0173841 0.955132 x, 0.76 0.0274834 0.0208874 0.0208874, 0.833333 0.0173841 0.0144868 0.0353742, 0.65 0.955132 0.620836 0.65621 0.65621
49 47 | 0.0453642 -0.00745033 0.962086 .
49 48 | 0.063245 -0.0322848 0.96904 .
49 49 | 0.0811258 -0.0571192 0.975993 .
49 50 | 0.0990066 -0.0819536 0.982947 .
49 51 | 0.116887 -0.106788 0.989901 .
49 52 | 0.134768 -0.131623 0.996854 .
49 53 | 0.152649 -0.156457 1.00381 .
49 54 | 0.17053 -0.181291 1.01076 .
49 55 | 0.188411 -0.206126 1.01772 .
49 56 | 0.206291 -0.23096 1.02467 .
49 57 | 0.224172 -0.255795 1.03162 .
49 58 | 0.242053 -0.280629 1.03858 .
49 59 | 0.259934 -0.305464 1.04553 .
49 60 | 0.277815 -0.330298 1.05248 .
50 16 | -0.502171 0.765361 0.73681 .
50 17 | -0.48429 0.740526 0.743764 .
50 18 | -0.466409 0.715692 0.750717 .
50 19 | -0.448528 0.690857 0.757671 .
50 20 | -0.430648 0.666023 0.764625 .
50 21 | -0.412767 0.641188 0.771578 .
50 22 | -0.394886 0.616354 0.778532 .
50 23 | -0.377005 0.591519 0.785486 .
50 24 | -0.359124 0.566685 0.792439 .
50 25 | -0.341244 0.541851 0.799393 .
50 26 | -0.323363 0.517016 0.806347 .
50 27 | -0.305482 0.492182 0.8133 .
50 28 | -0.287601 0.467347 0.820254 .
50 29 | -0.26972 0.442513 0.827208 .
50 30 | -0.25184 0.417678 0.834161 .
50 31 | -0.233959 0.392844 0.841115 .
50 32 | -0.216078 0.36801 0.848068 .
50 33 | -0.198197 0.343175 0.855022 .
50 34 | -0.180316 0.318341 0.861976 .
50 35 | -0.162436 0.293506 0.868929 .
50 36 | -0.144555 0.268672 0.875883 .
50 37 | -0.126674 0.243837 0.882837 .
50 38 | -0.108793 0.219003 0.88979 .
50 39 | -0.0909124 0.194169 0.896744 .
50 40 | -0.0730316 0.169334 0.903698 .
50 41 | -0.0551508 0.1445 0.910651 .
50 42 | -0.0372701 0.119665 0.917605 .
50 43 | -0.0193893 0.0948308 0.924558 .
50 44 | -0.00150846 0.0699963 0.931512 .
50 45 | 0.0163723 0.0451619 0.938466 x, 0.76 0.0163723 0.012443 0.012443, 0.833333 0.0451619 0.0376349 0.0500779, 0.65 0.938466 0.610003 0.660081 0.660081
50 46 | 0.0342531 0.0203274 0.945419 x, 0.76 0.0342531 0.0260324 0.0260324, 0.833333 0.0203274 0.0169395 0.0429719, 0.65 0.945419 0.614523 0.657495 0.657495
50 47 | 0.0521339 -0.00450699 0.952373 .
50 48 | 0.0700147 -0.0293414 0.959327 .
50 49 | 0.0878955 -0.0541759 0.96628 .
50 50 | 0.105776 -0.0790103 0.973234 .
50 51 | 0.123657 -0.103845 0.980188 .
50 52 | 0.141538 -0.128679 0.987141 .
50 53 | 0.159419 -0.153514 0.994095 .
50 54 | 0.177299 -0.178348 1.00105 .
50 55 | 0.19518 -0.203182 1.008 .
50 56 | 0.213061 -0.228017 1.01496 .
50 57 | 0.230942 -0.252851 1.02191 .
50 58 | 0.248823 -0.277686 1.02886 .
50 59 | 0.266703 -0.30252 1.03582 .
50 60 | 0.284584 -0.327355 1.04277 .
51 16 | -0.495401 0.768304 0.727097 .
51 17 | -0.47752 0.743469 0.734051 .
51 18 | -0.459639 0.718635 0.741004 .
51 19 | -0.441759 0.693801 0.747958 .
51 20 | -0.423878 0.668966 0.754912 .
51 21 | -0.405997 0.644132 0.761865 .
51 22 | -0.388116 0.619297 0.768819 .
51 23 | -0.370235 0.594463 0.775773 .
51 24 | -0.352355 0.569628 0.782726 .
51 25 | -0.334474 0.544794 0.78968 .
51 26 | -0.316593 0.51996 0.796634 .
51 27 | -0.298712 0.495125 0.803587 .
51 28 | -0.280831 0.470291 0.810541 .
51 29 | -0.262951 0.445456 0.817494 .
51 30 | -0.24507 0.420622 0.824448 .
51 31 | -0.227189 0.395787 0.831402 .
51 32 | -0.209308 0.370953 0.838355 .
51 33 | -0.191428 0.346118 0.845309 .
51 34 | -0.173547 0.321284 0.852263 .
51 35 | -0.155666 0.29645 0.859216 .
51 36 | -0.137785 0.271615 0.86617 .
51 37 | -0.119904 0.246781 0.873124 .
51 38 | -0.102024 0.221946 0.880077 .
51 39 | -0.0841428 0.197112 0.887031 .
51 40 | -0.066262 0.172277 0.893985 .
51 41 | -0.0483812 0.147443 0.900938 .
51 42 | -0.0305004 0.122609 0.907892 .
51 43 | -0.0126196 0.0977741 0.914845 .
51 44 | 0.00526122 0.0729397 0.921799 x, 0.76 0.00526122 0.00399853 0.00399853, 0.833333 0.0729397 0.0607831 0.0647816, 0.65 0.921799 0.599169 0.663951 0.663951
51 45 | 0.023142 0.0481052 0.928753 x, 0.76 0.023142 0.0175879 0.0175879, 0.833333 0.0481052 0.0400877 0.0576756, 0.65 0.928753 0.603689 0.661365 0.661365
51 46 | 0.0410228 0.0232708 0.935706 x, 0.76 0.0410228 0.0311773 0.0311773, 0.833333 0.0232708 0.0193923 0.0505697, 0.65 0.935706 0.608209 0.658779 0.658779
51 47 | 0.0589036 -0.00156365 0.94266 .
51 48 | 0.0767844 -0.0263981 0.949614 .
51 49 | 0.0946652 -0.0512325 0.956567 .
51 50 | 0.112546 -0.076067 0.963521 .
51 51 | 0.130427 -0.100901 0.970475 .
51 52 | 0.148308 -0.125736 0.977428 .
51 53 | 0.166188 -0.15057 0.984382 .
51 54 | 0.184069 -0.175405 0.991336 .
51 55 | 0.20195 -0.200239 0.998289 .
51 56 | 0.219831 -0.225074 1.00524 .
51 57 | 0.237712 -0.249908 1.0122 .
51 58 | 0.255592 -0.274742 1.01915 .
51 59 | 0.273473 -0.299577 1.0261 .
51 60 | 0.291354 -0.324411 1.03306 .
52 16 | -0.488631 0.771247 0.717384 .
52 17 | -0.470751 0.746413 0.724338 .
52 18 | -0.45287 0.721578 0.731291 .
52 19 | -0.434989 0.696744 0.738245 .
52 20 | -0.417108 0.671909 0.745199 .
52 21 | -0.399227 0.647075 0.752152 .
52 22 | -0.381347 0.622241 0.759106 .
52 23 | -0.363466 0.597406 0.76606 .
52 24 | -0.345585 0.572572 0.773013 .
52 25 | -0.327704 0.547737 0.779967 .
52 26 | -0.309823 0.522903 0.786921 .
52 27 | -0.291943 0.498068 0.793874 .
52 28 | -0.274062 0.473234 0.800828 .
52 29 | -0.256181 0.4484 0.807781 .
52 30 | -0.2383 0.423565 0.814735 .
52 31 | -0.220419 0.398731 0.821689 .
52 32 | -0.202539 0.373896 0.828642 .
52 33 | -0.184658 0.349062 0.835596 .
52 34 | -0.166777 0.324227 0.84255 .
52 35 | -0.148896 0.299393 0.849503 .
52 36 | -0.131015 0.274558 0.856457 .
52 37 | -0.113135 0.249724 0.863411 .
52 38 | -0.0952539 0.22489 0.870364 .
52 39 | -0.0773731 0.200055 0.877318 .
52 40 | -0.0594923 0.175221 0.884272 .
52 41 | -0.0416115 0.150386 0.891225 .
52 42 | -0.0237307 0.125552 0.898179 .
52 43 | -0.00584989 0.100717 0.905132 .
52 44 | 0.0120309 0.075883 0.912086 x, 0.76 0.0120309 0.00914349 0.00914349, 0.833333 0.075883 0.0632358 0.0723793, 0.65 0.912086 0.592856 0.665235 0.665235
52 45 | 0.0299117 0.0510486 0.91904 x, 0.76 0.0299117 0.0227329 0.0227329, 0.833333 0.0510486 0.0425405 0.0652734, 0.65 0.91904 0.597376 0.662649 0.662649
52 46 | 0.0477925 0.0262141 0.925993 x, 0.76 0.0477925 0.0363223 0.0363223, 0.833333 0.0262141 0.0218451 0.0581674, 0.65 0.925993 0.601896 0.660063 0.660063
52 47 | 0.0656733 0.00137969 0.932947 x, 0.76 0.0656733 0.0499117 0.0499117, 0.833333 0.00137969 0.00114974 0.0510614, 0.65 0.932947 0.606416 0.657477 0.657477
52 48 | 0.0835541 -0.0234547 0.939901 .
52 49 | 0.101435 -0.0482892 0.946854 .
52 50 | 0.119316 -0.0731236 0.953808 .
52 51 | 0.137196 -0.0979581 0.960762 .
52 52 | 0.155077 -0.122792 0.967715 .
52 53 | 0.172958 -0.147627 0.974669 .
52 54 | 0.190839 -0.172461 0.981623 .
52 55 | 0.20872 -0.197296 0.988576 .
52 56 | 0.2266 -0.22213 0.99553 .
52 57 | 0.244481 -0.246965 1.00248 .
52 58 | 0.262362 -0.271799 1.00944 .
52 59 | 0.280243 -0.296634 1.01639 .
52 60 | 0.298124 -0.321468 1.02334 .
53 16 | -0.481862 0.774191 0.707671 .
53 17 | -0.463981 0.749356 0.714625 .
53 18 | -0.4461 0.724522 0.721578 .
53 19 | -0.428219 0.699687 0.728532 .
53 20 | -0.410338 0.674853 0.735486 .
53 21 | -0.392458 0.650018 0.742439 .
53 22 | -0.374577 0.625184 0.749393 .
53 23 | -0.356696 0.60035 0.756347 .
53 24 | -0.338815 0.575515 0.7633 .
53 25 | -0.320935 0.550681 0.770254 .
53 26 | -0.303054 0.525846 0.777208 .
53 27 | -0.285173 0.501012 0.784161 .
53 28 | -0.267292 0.476177 0.791115 .
53 29 | -0.249411 0.451343 0.798068 .
53 30 | -0.231531 0.426508 0.805022 .
53 31 | -0.21365 0.401674 0.811976 .
53 32 | -0.195769 0.37684 0.818929 .
53 33 | -0.177888 0.352005 0.825883 .
53 34 | -0.160007 0.327171 0.832837 .
53 35 | -0.142127 0.302336 0.83979 .
53 36 | -0.124246 0.277502 0.846744 .
53 37 | -0.106365 0.252667 0.853698 .
53 38 | -0.0884842 0.227833 0.860651 .
53 39 | -0.0706034 0.202999 0.867605 .
53 40 | -0.0527226 0.178164 0.874558 .
53 41 | -0.0348418 0.15333 0.881512 .
53 42 | -0.016961 0.128495 0.888466 .
53 43 | 0.000919794 0.103661 0.895419 x, 0.76 0.000919794 0.000699043 0.000699043, 0.833333 0.103661 0.086384 0.087083, 0.65 0.895419 0.582023 0.669106 0.669106
53 44 | 0.0188006 0.0788263 0.902373 x, 0.76 0.0188006 0.0142884 0.0142884, 0.833333 0.0788263 0.0656886 0.0799771, 0.65 0.902373 0.586542 0.66652 0.66652
53 45 | 0.0366814 0.0539919 0.909327 x, 0.76 0.0366814 0.0278779 0.0278779, 0.833333 0.0539919 0.0449933 0.0728711, 0.65 0.909327 0.591062 0.663933 0.663933
53 46 | 0.0545622 0.0291575 0.91628 x, 0.76 0.0545622 0.0414673 0.0414673, 0.833333 0.0291575 0.0242979 0.0657651, 0.65 0.91628 0.595582 0.661347 0.661347
53 47 | 0.072443 0.00432303 0.923234 x, 0.76 0.072443 0.0550567 0.0550567, 0.833333 0.00432303 0.00360253 0.0586592, 0.65 0.923234 0.600102 0.658761 0.658761
53 48 | 0.0903238 -0.0205114 0.930188 .
53 49 | 0.108205 -0.0453458 0.937141 .
53 50 | 0.126085 -0.0701803 0.944095 .
53 51 | 0.143966 -0.0950147 0.951049 .
53 52 | 0.161847 -0.119849 0.958002 .
53 53 | 0.179728 -0.144684 0.964956 .
53 54 | 0.197609 -0.169518 0.971909 .
53 55 | 0.215489 -0.194352 0.978863 .
53 56 | 0.23337 -0.219187 0.985817 .
53 57 | 0.251251 -0.244021 0.99277 .
53 58 | 0.269132 -0.268856 0.999724 .
53 59 | 0.287013 -0.29369 1.00668 .
53 60 | 0.304893 -0.318525 1.01363 .
54 16 | -0.475092 0.777134 0.697958 .
54 17 | -0.457211 0.752299 0.704912 .
54 18 | -0.43933 0.727465 0.711865 .
54 19 | -0.42145 0.702631 0.718819 .
54 20 | -0.403569 0.677796 0.725773 .
54 21 | -0.385688 0.652962 0.732726 .
54 22 | -0.367807 0.628127 0.73968 .
54 23 | -0.349926 0.603293 0.746634 .
54 24 | -0.332046 0.578458 0.753587 .
54 25 | -0.314165 0.553624 0.760541 .
54 26 | -0.296284 0.52879 0.767494 .
54 27 | -0.278403 0.503955 0.774448 .
54 28 | -0.260522 0.479121 0.781402 .
54 29 | -0.242642 0.454286 0.788355 .
54 30 | -0.224761 0.429452 0.795309 .
54 31 | -0.20688 0.404617 0.802263 .
54 32 | -0.188999 0.379783 0.809216 .
54 33 | -0.171118 0.354948 0.81617 .
54 34 | -0.153238 0.330114 0.823124 .
54 35 | -0.135357 0.30528 0.830077 .
54 36 | -0.117476 0.280445 0.837031 .
54 37 | -0.0995953 0.255611 0.843985 .
54 38 | -0.0817145 0.230776 0.850938 .
54 39 | -0.0638337 0.205942 0.857892 .
54 40 | -0.0459529 0.181107 0.864845 .
54 41 | -0.0280721 0.156273 0.871799 .
54 42 | -0.0101913 0.131439 0.878753 .
54 43 | 0.00768948 0.106604 0.885706 x, 0.76 0.00768948 0.005844 0.005844, 0.833333 0.106604 0.0888368 0.0946808, 0.65 0.885706 0.575709 0.67039 0.67039
54 44 | 0.0255703 0.0817697 0.89266 x, 0.76 0.0255703 0.0194334 0.0194334, 0.833333 0.0817697 0.0681414 0.0875748, 0.65 0.89266 0.580229 0.667804 0.667804
54 45 | 0.0434511 0.0569352 0.899614 x, 0.76 0.0434511 0.0330228 0.0330228, 0.833333 0.0569352 0.047446 0.0804688, 0.65 0.899614 0.584749 0.665218 0.665218
54 46 | 0.0613319 0.0321008 0.906567 x, 0.76 0.0613319 0.0466122 0.0466122, 0.833333 0.0321008 0.0267507 0.0733629, 0.65 0.906567 0.589269 0.662632 0.662632
54 47 | 0.0792127 0.00726637 0.913521 x, 0.76 0.0792127 0.0602016 0.0602016, 0.833333 0.00726637 0.00605531 0.0662569, 0.65 0.913521 0.593789 0.660046 0.660046
54 48 | 0.0970935 -0.0175681 0.920475 .
54 49 | 0.114974 -0.0424025 0.927428 .
54 50 | 0.132855 -0.0672369 0.934382 .
54 51 | 0.150736 -0.0920714 0.941336 .
54 52 | 0.168617 -0.116906 0.948289 .
54 53 | 0.186497 -0.14174 0.955243 .
54 54 | 0.204378 -0.166575 0.962196 .
54 55 | 0.222259 -0.191409 0.96915 .
54 56 | 0.24014 -0.216244 0.976104 .
54 57 | 0.258021 -0.241078 0.983057 .
54 58 | 0.275901 -0.265912 0.990011 .
54 59 | 0.293782 -0.290747 0.996965 .
54 60 | 0.311663 -0.315581 1.00392 .
55 16 | -0.468322 0.780077 0.688245 .
55 17 | -0.450442 0.755243 0.695199 .
55 18 | -0.432561 0.730408 0.702152 .
55 19 | -0.41468 0.705574 0.709106 .
55 20 | -0.396799 0.68074 0.71606 .
55 21 | -0.378918 0.655905 0.723013 .
55 22 | -0.361038 0.631071 0.729967 .
55 23 | -0.343157 0.606236 0.736921 .
55 24 | -0.325276 0.581402 0.743874 .
55 25 | -0.307395 0.556567 0.750828 .
55 26 | -0.289514 0.531733 0.757781 .
55 27 | -0.271634 0.506898 0.764735 .
55 28 | -0.253753 0.482064 0.771689 .
55 29 | -0.235872 0.45723 0.778642 .
55 30 | -0.217991 0.432395 0.785596 .
55 31 | -0.20011 0.407561 0.79255 .
55 32 | -0.18223 0.382726 0.799503 .
55 33 | -0.164349 0.357892 0.806457 .
55 34 | -0.146468 0.333057 0.813411 .
55 35 | -0.128587 0.308223 0.820364 .
55 36 | -0.110706 0.283389 0.827318 .
55 37 | -0.0928256 0.258554 0.834272 .
55 38 | -0.0749448 0.23372 0.841225 .
55 39 | -0.057064 0.208885 0.848179 .
55 40 | -0.0391832 0.184051 0.855132 .
55 41 | -0.0213024 0.159216 0.862086 .
55 42 | -0.00342163 0.134382 0.86904 .
55 43 | 0.0144592 0.109547 0.875993 x, 0.76 0.0144592 0.010989 0.010989, 0.833333 0.109547 0.0912896 0.102279, 0.65 0.875993 0.569396 0.671674 0.671674
55 44 | 0.03234 0.084713 0.882947 x, 0.76 0.03234 0.0245784 0.0245784, 0.833333 0.084713 0.0705942 0.0951726, 0.65 0.882947 0.573916 0.669088 0.669088
55 45 | 0.0502208 0.0598786 0.889901 x, 0.76 0.0502208 0.0381678 0.0381678, 0.833333 0.0598786 0.0498988 0.0880666, 0.65 0.889901 0.578435 0.666502 0.666502
55 46 | 0.0681015 0.0350442 0.896854 x, 0.76 0.0681015 0.0517572 0.0517572, 0.833333 0.0350442 0.0292035 0.0809606, 0.65 0.896854 0.582955 0.663916 0.663916
55 47 | 0.0859823 0.0102097 0.903808 x, 0.76 0.0859823 0.0653466 0.0653466, 0.833333 0.0102097 0.00850809 0.0738547, 0.65 0.903808 0.587475 0.66133 0.66133
55 48 | 0.103863 -0.0146247 0.910762 .
55 49 | 0.121744 -0.0394592 0.917715 .
55 50 | 0.139625 -0.0642936 0.924669 .
55 51 | 0.157506 -0.089128 0.931623 .
55 52 | 0.175386 -0.113962 0.938576 .
55 53 | 0.193267 -0.138797 0.94553 .
55 54 | 0.211148 -0.163631 0.952483 .
55 55 | 0.229029 -0.188466 0.959437 .
55 56 | 0.246909 -0.2133 0.966391 .
55 57 | 0.26479 -0.238135 0.973344 .
55 58 | 0.282671 -0.262969 0.980298 .
55 59 | 0.300552 -0.287804 0.987252 .
55 60 | 0.318433 -0.312638 0.994205 .
56 16 | -0.461553 0.783021 0.678532 .
56 17 | -0.443672 0.758186 0.685486 .
