71 43 | 0.122774 0.156641 0.720585 x, 0.76 0.122774 0.0933083 0.0933083, 0.833333 0.156641 0.130534 0.223842, 0.65 0.720585 0.46838 0.692223 0.692223
71 44 | 0.140655 0.131806 0.727539 x, 0.76 0.140655 0.106898 0.106898, 0.833333 0.131806 0.109839 0.216736, 0.65 0.727539 0.4729 0.689637 0.689637
71 45 | 0.158536 0.106972 0.734492 x, 0.76 0.158536 0.120487 0.120487, 0.833333 0.106972 0.0891434 0.20963, 0.65 0.734492 0.47742 0.68705 0.68705
71 46 | 0.176416 0.0821376 0.741446 x, 0.76 0.176416 0.134077 0.134077, 0.833333 0.0821376 0.068448 0.202525, 0.65 0.741446 0.48194 0.684464 0.684464
71 47 | 0.194297 0.0573032 0.7484 x, 0.76 0.194297 0.147666 0.147666, 0.833333 0.0573032 0.0477526 0.195419, 0.65 0.7484 0.48646 0.681878 0.681878
71 48 | 0.212178 0.0324687 0.755353 x, 0.76 0.212178 0.161255 0.161255, 0.833333 0.0324687 0.0270573 0.188313, 0.65 0.755353 0.49098 0.679292 0.679292
71 49 | 0.230059 0.00763429 0.762307 x, 0.76 0.230059 0.174845 0.174845, 0.833333 0.00763429 0.00636191 0.181207, 0.65 0.762307 0.495499 0.676706 0.676706
71 50 | 0.24794 -0.0172001 0.76926 .
71 51 | 0.26582 -0.0420346 0.776214 .
71 52 | 0.283701 -0.066869 0.783168 .
71 53 | 0.301582 -0.0917035 0.790121 .
71 54 | 0.319463 -0.116538 0.797075 .
71 55 | 0.337344 -0.141372 0.804029 .
71 56 | 0.355224 -0.166207 0.810982 .
71 57 | 0.373105 -0.191041 0.817936 .
71 58 | 0.390986 -0.215876 0.82489 .
71 59 | 0.408867 -0.24071 0.831843 .
71 60 | 0.426748 -0.265545 0.838797 .
72 16 | -0.353238 0.830114 0.523124 .
72 17 | -0.335357 0.80528 0.530077 .
72 18 | -0.317476 0.780445 0.537031 .
72 19 | -0.299595 0.755611 0.543985 .
72 20 | -0.281714 0.730776 0.550938 .
72 21 | -0.263834 0.705942 0.557892 .
72 22 | -0.245953 0.681107 0.564845 .
72 23 | -0.228072 0.656273 0.571799 .
72 24 | -0.210191 0.631439 0.578753 .
72 25 | -0.192311 0.606604 0.585706 .
72 26 | -0.17443 0.58177 0.59266 .
72 27 | -0.156549 0.556935 0.599614 .
72 28 | -0.138668 0.532101 0.606567 .
72 29 | -0.120787 0.507266 0.613521 .
72 30 | -0.102907 0.482432 0.620475 .
72 31 | -0.0850258 0.457597 0.627428 .
72 32 | -0.067145 0.432763 0.634382 .
72 33 | -0.0492642 0.407929 0.641336 .
72 34 | -0.0313834 0.383094 0.648289 .
72 35 | -0.0135026 0.35826 0.655243 .
72 36 | 0.00437822 0.333425 0.662196 x, 0.76 0.00437822 0.00332745 0.00332745, 0.833333 0.333425 0.277854 0.281182, 0.65 0.662196 0.430428 0.71161 0.71161
72 37 | 0.022259 0.308591 0.66915 x, 0.76 0.022259 0.0169169 0.0169169, 0.833333 0.308591 0.257159 0.274076, 0.65 0.66915 0.434948 0.709023 0.709023
72 38 | 0.0401398 0.283756 0.676104 x, 0.76 0.0401398 0.0305063 0.0305063, 0.833333 0.283756 0.236464 0.26697, 0.65 0.676104 0.439467 0.706437 0.706437
72 39 | 0.0580206 0.258922 0.683057 x, 0.76 0.0580206 0.0440957 0.0440957, 0.833333 0.258922 0.215768 0.259864, 0.65 0.683057 0.443987 0.703851 0.703851
72 40 | 0.0759014 0.234088 0.690011 x, 0.76 0.0759014 0.0576851 0.0576851, 0.833333 0.234088 0.195073 0.252758, 0.65 0.690011 0.448507 0.701265 0.701265
72 41 | 0.0937822 0.209253 0.696965 x, 0.76 0.0937822 0.0712745 0.0712745, 0.833333 0.209253 0.174378 0.245652, 0.65 0.696965 0.453027 0.698679 0.698679
72 42 | 0.111663 0.184419 0.703918 x, 0.76 0.111663 0.0848639 0.0848639, 0.833333 0.184419 0.153682 0.238546, 0.65 0.703918 0.457547 0.696093 0.696093
72 43 | 0.129544 0.159584 0.710872 x, 0.76 0.129544 0.0984533 0.0984533, 0.833333 0.159584 0.132987 0.23144, 0.65 0.710872 0.462067 0.693507 0.693507
72 44 | 0.147425 0.13475 0.717826 x, 0.76 0.147425 0.112043 0.112043, 0.833333 0.13475 0.112292 0.224334, 0.65 0.717826 0.466587 0.690921 0.690921
72 45 | 0.165305 0.109915 0.724779 x, 0.76 0.165305 0.125632 0.125632, 0.833333 0.109915 0.0915961 0.217228, 0.65 0.724779 0.471107 0.688335 0.688335
72 46 | 0.183186 0.0850809 0.731733 x, 0.76 0.183186 0.139221 0.139221, 0.833333 0.0850809 0.0709008 0.210122, 0.65 0.731733 0.475626 0.685749 0.685749
72 47 | 0.201067 0.0602465 0.738687 x, 0.76 0.201067 0.152811 0.152811, 0.833333 0.0602465 0.0502054 0.203016, 0.65 0.738687 0.480146 0.683163 0.683163
72 48 | 0.218948 0.0354121 0.74564 x, 0.76 0.218948 0.1664 0.1664, 0.833333 0.0354121 0.0295101 0.19591, 0.65 0.74564 0.484666 0.680576 0.680576
72 49 | 0.236829 0.0105776 0.752594 x, 0.76 0.236829 0.17999 0.17999, 0.833333 0.0105776 0.00881469 0.188804, 0.65 0.752594 0.489186 0.67799 0.67799
72 50 | 0.254709 -0.0142568 0.759547 .
72 51 | 0.27259 -0.0390912 0.766501 .
72 52 | 0.290471 -0.0639257 0.773455 .
72 53 | 0.308352 -0.0887601 0.780408 .
72 54 | 0.326233 -0.113595 0.787362 .
72 55 | 0.344113 -0.138429 0.794316 .
72 56 | 0.361994 -0.163263 0.801269 .
72 57 | 0.379875 -0.188098 0.808223 .
72 58 | 0.397756 -0.212932 0.815177 .
72 59 | 0.415636 -0.237767 0.82213 .
72 60 | 0.433517 -0.262601 0.829084 .
73 16 | -0.346468 0.833057 0.513411 .
73 17 | -0.328587 0.808223 0.520364 .
73 18 | -0.310706 0.783389 0.527318 .
73 19 | -0.292826 0.758554 0.534272 .
73 20 | -0.274945 0.73372 0.541225 .
73 21 | -0.257064 0.708885 0.548179 .
73 22 | -0.239183 0.684051 0.555132 .
73 23 | -0.221302 0.659216 0.562086 .
73 24 | -0.203422 0.634382 0.56904 .
73 25 | -0.185541 0.609547 0.575993 .
73 26 | -0.16766 0.584713 0.582947 .
73 27 | -0.149779 0.559879 0.589901 .
73 28 | -0.131898 0.535044 0.596854 .
73 29 | -0.114018 0.51021 0.603808 .
73 30 | -0.0961369 0.485375 0.610762 .
73 31 | -0.0782561 0.460541 0.617715 .
73 32 | -0.0603753 0.435706 0.624669 .
73 33 | -0.0424945 0.410872 0.631623 .
73 34 | -0.0246137 0.386038 0.638576 .
73 35 | -0.00673289 0.361203 0.64553 .
73 36 | 0.0111479 0.336369 0.652483 x, 0.76 0.0111479 0.00847241 0.00847241, 0.833333 0.336369 0.280307 0.28878, 0.65 0.652483 0.424114 0.712894 0.712894
73 37 | 0.0290287 0.311534 0.659437 x, 0.76 0.0290287 0.0220618 0.0220618, 0.833333 0.311534 0.259612 0.281674, 0.65 0.659437 0.428634 0.710308 0.710308
73 38 | 0.0469095 0.2867 0.666391 x, 0.76 0.0469095 0.0356512 0.0356512, 0.833333 0.2867 0.238916 0.274568, 0.65 0.666391 0.433154 0.707722 0.707722
73 39 | 0.0647903 0.261865 0.673344 x, 0.76 0.0647903 0.0492406 0.0492406, 0.833333 0.261865 0.218221 0.267462, 0.65 0.673344 0.437674 0.705136 0.705136
73 40 | 0.0826711 0.237031 0.680298 x, 0.76 0.0826711 0.06283 0.06283, 0.833333 0.237031 0.197526 0.260356, 0.65 0.680298 0.442194 0.702549 0.702549
73 41 | 0.100552 0.212196 0.687252 x, 0.76 0.100552 0.0764194 0.0764194, 0.833333 0.212196 0.17683 0.25325, 0.65 0.687252 0.446714 0.699963 0.699963
73 42 | 0.118433 0.187362 0.694205 x, 0.76 0.118433 0.0900088 0.0900088, 0.833333 0.187362 0.156135 0.246144, 0.65 0.694205 0.451233 0.697377 0.697377
73 43 | 0.136313 0.162528 0.701159 x, 0.76 0.136313 0.103598 0.103598, 0.833333 0.162528 0.13544 0.239038, 0.65 0.701159 0.455753 0.694791 0.694791
73 44 | 0.154194 0.137693 0.708113 x, 0.76 0.154194 0.117188 0.117188, 0.833333 0.137693 0.114744 0.231932, 0.65 0.708113 0.460273 0.692205 0.692205
73 45 | 0.172075 0.112859 0.715066 x, 0.76 0.172075 0.130777 0.130777, 0.833333 0.112859 0.0940489 0.224826, 0.65 0.715066 0.464793 0.689619 0.689619
73 46 | 0.189956 0.0880243 0.72202 x, 0.76 0.189956 0.144366 0.144366, 0.833333 0.0880243 0.0733536 0.21772, 0.65 0.72202 0.469313 0.687033 0.687033
73 47 | 0.207837 0.0631898 0.728974 x, 0.76 0.207837 0.157956 0.157956, 0.833333 0.0631898 0.0526582 0.210614, 0.65 0.728974 0.473833 0.684447 0.684447
73 48 | 0.225717 0.0383554 0.735927 x, 0.76 0.225717 0.171545 0.171545, 0.833333 0.0383554 0.0319628 0.203508, 0.65 0.735927 0.478353 0.681861 0.681861
73 49 | 0.243598 0.013521 0.742881 x, 0.76 0.243598 0.185135 0.185135, 0.833333 0.013521 0.0112675 0.196402, 0.65 0.742881 0.482873 0.679275 0.679275
73 50 | 0.261479 -0.0113135 0.749834 .
73 51 | 0.27936 -0.0361479 0.756788 .
73 52 | 0.297241 -0.0609823 0.763742 .
73 53 | 0.315121 -0.0858168 0.770695 .
73 54 | 0.333002 -0.110651 0.777649 .
73 55 | 0.350883 -0.135486 0.784603 .
73 56 | 0.368764 -0.16032 0.791556 .
73 57 | 0.386645 -0.185155 0.79851 .
73 58 | 0.404525 -0.209989 0.805464 .
73 59 | 0.422406 -0.234823 0.812417 .
73 60 | 0.440287 -0.259658 0.819371 .
74 16 | -0.339698 0.836001 0.503698 .
74 17 | -0.321818 0.811166 0.510651 .
74 18 | -0.303937 0.786332 0.517605 .
74 19 | -0.286056 0.761497 0.524558 .
74 20 | -0.268175 0.736663 0.531512 .
74 21 | -0.250294 0.711829 0.538466 .
74 22 | -0.232414 0.686994 0.545419 .
74 23 | -0.214533 0.66216 0.552373 .
74 24 | -0.196652 0.637325 0.559327 .
74 25 | -0.178771 0.612491 0.56628 .
74 26 | -0.16089 0.587656 0.573234 .
74 27 | -0.14301 0.562822 0.580188 .
74 28 | -0.125129 0.537987 0.587141 .
74 29 | -0.107248 0.513153 0.594095 .
74 30 | -0.0893672 0.488319 0.601049 .
74 31 | -0.0714864 0.463484 0.608002 .
74 32 | -0.0536056 0.43865 0.614956 .
74 33 | -0.0357248 0.413815 0.621909 .
74 34 | -0.017844 0.388981 0.628863 .
74 35 | 3.67918e-05 0.364146 0.635817 x, 0.76 3.67918e-05 2.79617e-05 2.79617e-05, 0.833333 0.364146 0.303455 0.303483, 0.65 0.635817 0.413281 0.716764 0.716764
74 36 | 0.0179176 0.339312 0.64277 x, 0.76 0.0179176 0.0136174 0.0136174, 0.833333 0.339312 0.28276 0.296377, 0.65 0.64277 0.417801 0.714178 0.714178
74 37 | 0.0357984 0.314478 0.649724 x, 0.76 0.0357984 0.0272068 0.0272068, 0.833333 0.314478 0.262065 0.289271, 0.65 0.649724 0.422321 0.711592 0.711592
74 38 | 0.0536792 0.289643 0.656678 x, 0.76 0.0536792 0.0407962 0.0407962, 0.833333 0.289643 0.241369 0.282165, 0.65 0.656678 0.426841 0.709006 0.709006
74 39 | 0.07156 0.264809 0.663631 x, 0.76 0.07156 0.0543856 0.0543856, 0.833333 0.264809 0.220674 0.275059, 0.65 0.663631 0.43136 0.70642 0.70642
74 40 | 0.0894408 0.239974 0.670585 x, 0.76 0.0894408 0.067975 0.067975, 0.833333 0.239974 0.199979 0.267954, 0.65 0.670585 0.43588 0.703834 0.703834
74 41 | 0.107322 0.21514 0.677539 x, 0.76 0.107322 0.0815644 0.0815644, 0.833333 0.21514 0.179283 0.260848, 0.65 0.677539 0.4404 0.701248 0.701248
74 42 | 0.125202 0.190305 0.684492 x, 0.76 0.125202 0.0951538 0.0951538, 0.833333 0.190305 0.158588 0.253742, 0.65 0.684492 0.44492 0.698662 0.698662
74 43 | 0.143083 0.165471 0.691446 x, 0.76 0.143083 0.108743 0.108743, 0.833333 0.165471 0.137892 0.246636, 0.65 0.691446 0.44944 0.696075 0.696075
74 44 | 0.160964 0.140636 0.6984 x, 0.76 0.160964 0.122333 0.122333, 0.833333 0.140636 0.117197 0.23953, 0.65 0.6984 0.45396 0.693489 0.693489
74 45 | 0.178845 0.115802 0.705353 x, 0.76 0.178845 0.135922 0.135922, 0.833333 0.115802 0.0965017 0.232424, 0.65 0.705353 0.45848 0.690903 0.690903
74 46 | 0.196726 0.0909676 0.712307 x, 0.76 0.196726 0.149511 0.149511, 0.833333 0.0909676 0.0758064 0.225318, 0.65 0.712307 0.462999 0.688317 0.688317
74 47 | 0.214606 0.0661332 0.71926 x, 0.76 0.214606 0.163101 0.163101, 0.833333 0.0661332 0.055111 0.218212, 0.65 0.71926 0.467519 0.685731 0.685731
74 48 | 0.232487 0.0412987 0.726214 x, 0.76 0.232487 0.17669 0.17669, 0.833333 0.0412987 0.0344156 0.211106, 0.65 0.726214 0.472039 0.683145 0.683145
74 49 | 0.250368 0.0164643 0.733168 x, 0.76 0.250368 0.19028 0.19028, 0.833333 0.0164643 0.0137203 0.204, 0.65 0.733168 0.476559 0.680559 0.680559
74 50 | 0.268249 -0.00837013 0.740121 .
74 51 | 0.28613 -0.0332046 0.747075 .
74 52 | 0.30401 -0.058039 0.754029 .
74 53 | 0.321891 -0.0828734 0.760982 .
74 54 | 0.339772 -0.107708 0.767936 .
74 55 | 0.357653 -0.132542 0.77489 .
74 56 | 0.375533 -0.157377 0.781843 .
74 57 | 0.393414 -0.182211 0.788797 .
74 58 | 0.411295 -0.207046 0.795751 .
74 59 | 0.429176 -0.23188 0.802704 .
74 60 | 0.447057 -0.256714 0.809658 .
75 16 | -0.332929 0.838944 0.493985 .
75 17 | -0.315048 0.81411 0.500938 .
75 18 | -0.297167 0.789275 0.507892 .
75 19 | -0.279286 0.764441 0.514845 .
75 20 | -0.261405 0.739606 0.521799 .
75 21 | -0.243525 0.714772 0.528753 .
75 22 | -0.225644 0.689937 0.535706 .
75 23 | -0.207763 0.665103 0.54266 .
75 24 | -0.189882 0.640269 0.549614 .
75 25 | -0.172001 0.615434 0.556567 .
75 26 | -0.154121 0.5906 0.563521 .
75 27 | -0.13624 0.565765 0.570475 .
75 28 | -0.118359 0.540931 0.577428 .
75 29 | -0.100478 0.516096 0.584382 .
75 30 | -0.0825975 0.491262 0.591336 .
75 31 | -0.0647167 0.466428 0.598289 .
75 32 | -0.0468359 0.441593 0.605243 .
75 33 | -0.0289551 0.416759 0.612196 .
75 34 | -0.0110743 0.391924 0.61915 .
75 35 | 0.00680648 0.36709 0.626104 x, 0.76 0.00680648 0.00517292 0.00517292, 0.833333 0.36709 0.305908 0.311081, 0.65 0.626104 0.406967 0.718049 0.718049
75 36 | 0.0246873 0.342255 0.633057 x, 0.76 0.0246873 0.0187623 0.0187623, 0.833333 0.342255 0.285213 0.303975, 0.65 0.633057 0.411487 0.715462 0.715462
75 37 | 0.0425681 0.317421 0.640011 x, 0.76 0.0425681 0.0323517 0.0323517, 0.833333 0.317421 0.264517 0.296869, 0.65 0.640011 0.416007 0.712876 0.712876
75 38 | 0.0604489 0.292586 0.646965 x, 0.76 0.0604489 0.0459411 0.0459411, 0.833333 0.292586 0.243822 0.289763, 0.65 0.646965 0.420527 0.71029 0.71029
75 39 | 0.0783297 0.267752 0.653918 x, 0.76 0.0783297 0.0595305 0.0595305, 0.833333 0.267752 0.223127 0.282657, 0.65 0.653918 0.425047 0.707704 0.707704
75 40 | 0.0962104 0.242918 0.660872 x, 0.76 0.0962104 0.0731199 0.0731199, 0.833333 0.242918 0.202431 0.275551, 0.65 0.660872 0.429567 0.705118 0.705118
75 41 | 0.114091 0.218083 0.667826 x, 0.76 0.114091 0.0867093 0.0867093, 0.833333 0.218083 0.181736 0.268445, 0.65 0.667826 0.434087 0.702532 0.702532
75 42 | 0.131972 0.193249 0.674779 x, 0.76 0.131972 0.100299 0.100299, 0.833333 0.193249 0.161041 0.261339, 0.65 0.674779 0.438607 0.699946 0.699946
75 43 | 0.149853 0.168414 0.681733 x, 0.76 0.149853 0.113888 0.113888, 0.833333 0.168414 0.140345 0.254233, 0.65 0.681733 0.443126 0.69736 0.69736
75 44 | 0.167734 0.14358 0.688687 x, 0.76 0.167734 0.127478 0.127478, 0.833333 0.14358 0.11965 0.247127, 0.65 0.688687 0.447646 0.694774 0.694774
75 45 | 0.185614 0.118745 0.69564 x, 0.76 0.185614 0.141067 0.141067, 0.833333 0.118745 0.0989545 0.240021, 0.65 0.69564 0.452166 0.692188 0.692188
75 46 | 0.203495 0.093911 0.702594 x, 0.76 0.203495 0.154656 0.154656, 0.833333 0.093911 0.0782591 0.232916, 0.65 0.702594 0.456686 0.689601 0.689601
75 47 | 0.221376 0.0690765 0.709547 x, 0.76 0.221376 0.168246 0.168246, 0.833333 0.0690765 0.0575638 0.22581, 0.65 0.709547 0.461206 0.687015 0.687015
75 48 | 0.239257 0.0442421 0.716501 x, 0.76 0.239257 0.181835 0.181835, 0.833333 0.0442421 0.0368684 0.218704, 0.65 0.716501 0.465726 0.684429 0.684429
75 49 | 0.257138 0.0194077 0.723455 x, 0.76 0.257138 0.195425 0.195425, 0.833333 0.0194077 0.016173 0.211598, 0.65 0.723455 0.470246 0.681843 0.681843
75 50 | 0.275018 -0.00542678 0.730408 .
75 51 | 0.292899 -0.0302612 0.737362 .
75 52 | 0.31078 -0.0550957 0.744316 .
75 53 | 0.328661 -0.0799301 0.751269 .
75 54 | 0.346542 -0.104765 0.758223 .
75 55 | 0.364422 -0.129599 0.765177 .
75 56 | 0.382303 -0.154433 0.77213 .
75 57 | 0.400184 -0.179268 0.779084 .
75 58 | 0.418065 -0.204102 0.786038 .
75 59 | 0.435946 -0.228937 0.792991 .
75 60 | 0.453826 -0.253771 0.799945 .
76 16 | -0.326159 0.841887 0.484272 .
76 17 | -0.308278 0.817053 0.491225 .
76 18 | -0.290397 0.792219 0.498179 .
76 19 | -0.272517 0.767384 0.505132 .
76 20 | -0.254636 0.74255 0.512086 .
76 21 | -0.236755 0.717715 0.51904 .
76 22 | -0.218874 0.692881 0.525993 .
76 23 | -0.200993 0.668046 0.532947 .
76 24 | -0.183113 0.643212 0.539901 .
76 25 | -0.165232 0.618377 0.546854 .
76 26 | -0.147351 0.593543 0.553808 .
76 27 | -0.12947 0.568709 0.560762 .
76 28 | -0.111589 0.543874 0.567715 .
76 29 | -0.0937086 0.51904 0.574669 .
76 30 | -0.0758278 0.494205 0.581623 .
76 31 | -0.057947 0.469371 0.588576 .
76 32 | -0.0400662 0.444536 0.59553 .
76 33 | -0.0221854 0.419702 0.602483 .
76 34 | -0.00430464 0.394868 0.609437 .
76 35 | 0.0135762 0.370033 0.616391 x, 0.76 0.0135762 0.0103179 0.0103179, 0.833333 0.370033 0.308361 0.318679, 0.65 0.616391 0.400654 0.719333 0.719333
76 36 | 0.031457 0.345199 0.623344 x, 0.76 0.031457 0.0239073 0.0239073, 0.833333 0.345199 0.287666 0.311573, 0.65 0.623344 0.405174 0.716747 0.716747
76 37 | 0.0493377 0.320364 0.630298 x, 0.76 0.0493377 0.0374967 0.0374967, 0.833333 0.320364 0.26697 0.304467, 0.65 0.630298 0.409694 0.714161 0.714161
76 38 | 0.0672185 0.29553 0.637252 x, 0.76 0.0672185 0.0510861 0.0510861, 0.833333 0.29553 0.246275 0.297361, 0.65 0.637252 0.414214 0.711575 0.711575
76 39 | 0.0850993 0.270695 0.644205 x, 0.76 0.0850993 0.0646755 0.0646755, 0.833333 0.270695 0.225579 0.290255, 0.65 0.644205 0.418733 0.708988 0.708988
76 40 | 0.10298 0.245861 0.651159 x, 0.76 0.10298 0.0782649 0.0782649, 0.833333 0.245861 0.204884 0.283149, 0.65 0.651159 0.423253 0.706402 0.706402
76 41 | 0.120861 0.221026 0.658113 x, 0.76 0.120861 0.0918543 0.0918543, 0.833333 0.221026 0.184189 0.276043, 0.65 0.658113 0.427773 0.703816 0.703816
76 42 | 0.138742 0.196192 0.665066 x, 0.76 0.138742 0.105444 0.105444, 0.833333 0.196192 0.163493 0.268937, 0.65 0.665066 0.432293 0.70123 0.70123
76 43 | 0.156623 0.171358 0.67202 x, 0.76 0.156623 0.119033 0.119033, 0.833333 0.171358 0.142798 0.261831, 0.65 0.67202 0.436813 0.698644 0.698644
76 44 | 0.174503 0.146523 0.678974 x, 0.76 0.174503 0.132623 0.132623, 0.833333 0.146523 0.122103 0.254725, 0.65 0.678974 0.441333 0.696058 0.696058
76 45 | 0.192384 0.121689 0.685927 x, 0.76 0.192384 0.146212 0.146212, 0.833333 0.121689 0.101407 0.247619, 0.65 0.685927 0.445853 0.693472 0.693472
76 46 | 0.210265 0.0968543 0.692881 x, 0.76 0.210265 0.159801 0.159801, 0.833333 0.0968543 0.0807119 0.240513, 0.65 0.692881 0.450373 0.690886 0.690886
76 47 | 0.228146 0.0720199 0.699834 x, 0.76 0.228146 0.173391 0.173391, 0.833333 0.0720199 0.0600166 0.233407, 0.65 0.699834 0.454892 0.6883 0.6883
76 48 | 0.246026 0.0471854 0.706788 x, 0.76 0.246026 0.18698 0.18698, 0.833333 0.0471854 0.0393212 0.226301, 0.65 0.706788 0.459412 0.685714 0.685714
76 49 | 0.263907 0.022351 0.713742 x, 0.76 0.263907 0.20057 0.20057, 0.833333 0.022351 0.0186258 0.219195, 0.65 0.713742 0.463932 0.683127 0.683127
76 50 | 0.281788 -0.00248344 0.720695 .
76 51 | 0.299669 -0.0273179 0.727649 .
76 52 | 0.31755 -0.0521523 0.734603 .
76 53 | 0.33543 -0.0769868 0.741556 .
76 54 | 0.353311 -0.101821 0.74851 .
76 55 | 0.371192 -0.126656 0.755464 .
76 56 | 0.389073 -0.15149 0.762417 .
76 57 | 0.406954 -0.176325 0.769371 .
76 58 | 0.424834 -0.201159 0.776325 .
76 59 | 0.442715 -0.225993 0.783278 .
76 60 | 0.460596 -0.250828 0.790232 .
77 16 | -0.319389 0.844831 0.474558 .
77 17 | -0.301508 0.819996 0.481512 .
77 18 | -0.283628 0.795162 0.488466 .
77 19 | -0.265747 0.770327 0.495419 .
77 20 | -0.247866 0.745493 0.502373 .
77 21 | -0.229985 0.720659 0.509327 .
77 22 | -0.212104 0.695824 0.51628 .
77 23 | -0.194224 0.67099 0.523234 .
77 24 | -0.176343 0.646155 0.530188 .
77 25 | -0.158462 0.621321 0.537141 .
77 26 | -0.140581 0.596486 0.544095 .
77 27 | -0.122701 0.571652 0.551049 .
77 28 | -0.10482 0.546818 0.558002 .
77 29 | -0.0869389 0.521983 0.564956 .
77 30 | -0.0690581 0.497149 0.571909 .
77 31 | -0.0511773 0.472314 0.578863 .
77 32 | -0.0332965 0.44748 0.585817 .
77 33 | -0.0154157 0.422645 0.59277 .
77 34 | 0.00246505 0.397811 0.599724 x, 0.76 0.00246505 0.00187344 0.00187344, 0.833333 0.397811 0.331509 0.333383, 0.65 0.599724 0.389821 0.723203 0.723203
77 35 | 0.0203458 0.372976 0.606678 x, 0.76 0.0203458 0.0154628 0.0154628, 0.833333 0.372976 0.310814 0.326277, 0.65 0.606678 0.394341 0.720617 0.720617
77 36 | 0.0382266 0.348142 0.613631 x, 0.76 0.0382266 0.0290522 0.0290522, 0.833333 0.348142 0.290118 0.319171, 0.65 0.613631 0.39886 0.718031 0.718031
77 37 | 0.0561074 0.323308 0.620585 x, 0.76 0.0561074 0.0426416 0.0426416, 0.833333 0.323308 0.269423 0.312065, 0.65 0.620585 0.40338 0.715445 0.715445
77 38 | 0.0739882 0.298473 0.627539 x, 0.76 0.0739882 0.0562311 0.0562311, 0.833333 0.298473 0.248728 0.304959, 0.65 0.627539 0.4079 0.712859 0.712859
77 39 | 0.091869 0.273639 0.634492 x, 0.76 0.091869 0.0698205 0.0698205, 0.833333 0.273639 0.228032 0.297853, 0.65 0.634492 0.41242 0.710273 0.710273
77 40 | 0.10975 0.248804 0.641446 x, 0.76 0.10975 0.0834099 0.0834099, 0.833333 0.248804 0.207337 0.290747, 0.65 0.641446 0.41694 0.707687 0.707687
77 41 | 0.127631 0.22397 0.6484 x, 0.76 0.127631 0.0969993 0.0969993, 0.833333 0.22397 0.186642 0.283641, 0.65 0.6484 0.42146 0.705101 0.705101
77 42 | 0.145511 0.199135 0.655353 x, 0.76 0.145511 0.110589 0.110589, 0.833333 0.199135 0.165946 0.276535, 0.65 0.655353 0.42598 0.702514 0.702514
77 43 | 0.163392 0.174301 0.662307 x, 0.76 0.163392 0.124178 0.124178, 0.833333 0.174301 0.145251 0.269429, 0.65 0.662307 0.430499 0.699928 0.699928
77 44 | 0.181273 0.149467 0.66926 x, 0.76 0.181273 0.137767 0.137767, 0.833333 0.149467 0.124555 0.262323, 0.65 0.66926 0.435019 0.697342 0.697342
77 45 | 0.199154 0.124632 0.676214 x, 0.76 0.199154 0.151357 0.151357, 0.833333 0.124632 0.10386 0.255217, 0.65 0.676214 0.439539 0.694756 0.694756
77 46 | 0.217035 0.0997976 0.683168 x, 0.76 0.217035 0.164946 0.164946, 0.833333 0.0997976 0.0831647 0.248111, 0.65 0.683168 0.444059 0.69217 0.69217
77 47 | 0.234915 0.0749632 0.690121 x, 0.76 0.234915 0.178536 0.178536, 0.833333 0.0749632 0.0624693 0.241005, 0.65 0.690121 0.448579 0.689584 0.689584
77 48 | 0.252796 0.0501288 0.697075 x, 0.76 0.252796 0.192125 0.192125, 0.833333 0.0501288 0.041774 0.233899, 0.65 0.697075 0.453099 0.686998 0.686998
77 49 | 0.270677 0.0252943 0.704029 x, 0.76 0.270677 0.205714 0.205714, 0.833333 0.0252943 0.0210786 0.226793, 0.65 0.704029 0.457619 0.684412 0.684412
77 50 | 0.288558 0.000459897 0.710982 x, 0.76 0.288558 0.219304 0.219304, 0.833333 0.000459897 0.000383247 0.219687, 0.65 0.710982 0.462139 0.681826 0.681826
77 51 | 0.306439 -0.0243745 0.717936 .
77 52 | 0.324319 -0.049209 0.72489 .
77 53 | 0.3422 -0.0740434 0.731843 .
77 54 | 0.360081 -0.0988779 0.738797 .
77 55 | 0.377962 -0.123712 0.745751 .
77 56 | 0.395843 -0.148547 0.752704 .
77 57 | 0.413723 -0.173381 0.759658 .
77 58 | 0.431604 -0.198216 0.766611 .
77 59 | 0.449485 -0.22305 0.773565 .
77 60 | 0.467366 -0.247884 0.780519 .
78 16 | -0.31262 0.847774 0.464845 .
78 17 | -0.294739 0.82294 0.471799 .
78 18 | -0.276858 0.798105 0.478753 .
78 19 | -0.258977 0.773271 0.485706 .
78 20 | -0.241096 0.748436 0.49266 .
78 21 | -0.223216 0.723602 0.499614 .
78 22 | -0.205335 0.698767 0.506567 .
78 23 | -0.187454 0.673933 0.513521 .
78 24 | -0.169573 0.649099 0.520475 .
78 25 | -0.151692 0.624264 0.527428 .
78 26 | -0.133812 0.59943 0.534382 .
78 27 | -0.115931 0.574595 0.541336 .
78 28 | -0.09805 0.549761 0.548289 .
78 29 | -0.0801692 0.524926 0.555243 .
78 30 | -0.0622884 0.500092 0.562196 .
78 31 | -0.0444077 0.475258 0.56915 .
78 32 | -0.0265269 0.450423 0.576104 .
78 33 | -0.00864606 0.425589 0.583057 .
78 34 | 0.00923473 0.400754 0.590011 x, 0.76 0.00923473 0.0070184 0.0070184, 0.833333 0.400754 0.333962 0.34098, 0.65 0.590011 0.383507 0.724487 0.724487
78 35 | 0.0271155 0.37592 0.596965 x, 0.76 0.0271155 0.0206078 0.0206078, 0.833333 0.37592 0.313266 0.333874, 0.65 0.596965 0.388027 0.721901 0.721901
